,year,month,day,local pressure,sea pressure,total preci,hr1 preci,min10 preci,avg temp,max temp,min temp,avg humid,min humid,sun hours,date
0,1961,1,1,1011.7,1012.4,0.0,0.0,0.0,2.1,7.9,-3.9,41,15,8.6,1961-01-01
1,1961,1,2,1020.2,1021.0,0.0,0.0,0.0,1.5,9.2,-3.3,51,26,8.7,1961-01-02
2,1961,1,3,1021.3,1022.1,0.1,0.8,0.0,2.5,7.3,-2.4,58,37,5.4,1961-01-03
3,1961,1,4,1004.6,1005.3,20.2,13.9,3.2,4.7,11.5,0.6,60,38,1.0,1961-01-04
4,1961,1,5,1016.3,1017.0,0.0,0.0,0.0,3.8,7.7,1.4,33,19,8.3,1961-01-05
5,1961,1,6,1014.0,1014.7,0.0,0.0,0.0,3.9,8.6,-0.2,54,35,1.4,1961-01-06
6,1961,1,7,1018.5,1019.3,0.0,0.0,0.0,3.3,9.1,-0.8,50,28,8.2,1961-01-07
7,1961,1,8,1022.7,1023.4,0.3,0.2,0.1,4.0,11.8,-2.0,60,25,7.9,1961-01-08
8,1961,1,9,1020.2,1020.9,7.4,2.8,0.9,4.7,6.9,1.8,69,50,0.0,1961-01-09
9,1961,1,10,1014.9,1015.6,2.3,0.8,0.2,5.3,6.4,3.5,79,72,0.0,1961-01-10
10,1961,1,11,1006.8,1007.5,0.2,0.1,0.0,5.2,10.4,4.8,72,31,2.7,1961-01-11
11,1961,1,12,1017.4,1018.1,0.0,0.0,0.0,1.4,5.8,-1.0,41,21,8.5,1961-01-12
12,1961,1,13,1022.6,1023.4,0.0,0.0,0.0,1.2,4.8,-0.9,55,33,2.5,1961-01-13
13,1961,1,14,1018.6,1019.3,0.0,0.0,0.0,3.1,11.3,-4.4,57,24,8.3,1961-01-14
14,1961,1,15,1018.1,1018.8,0.0,0.0,0.0,3.2,9.5,-0.9,60,48,8.1,1961-01-15
15,1961,1,16,1015.9,1016.7,0.0,0.0,0.0,3.5,12.2,-2.9,56,26,8.8,1961-01-16
16,1961,1,17,1017.9,1018.6,0.0,0.0,0.0,2.0,7.8,-3.6,56,24,8.7,1961-01-17
17,1961,1,18,1016.2,1017.0,0.0,0.0,0.0,1.7,7.9,-3.6,58,26,8.4,1961-01-18
18,1961,1,19,1021.1,1021.8,0.0,0.0,0.0,2.7,7.2,-1.4,47,23,8.1,1961-01-19
19,1961,1,20,1023.4,1024.2,0.0,0.0,0.0,2.9,8.2,-2.4,48,30,9.0,1961-01-20
20,1961,1,21,1016.3,1017.1,0.0,0.0,0.0,3.5,9.6,-0.8,58,34,7.4,1961-01-21
21,1961,1,22,1010.2,1010.9,0.0,0.0,0.0,4.3,11.6,-1.6,51,27,8.7,1961-01-22
22,1961,1,23,1015.5,1016.3,0.0,0.0,0.0,3.1,9.7,-2.9,50,27,9.2,1961-01-23
23,1961,1,24,1019.5,1020.2,6.7,2.7,0.6,3.3,5.9,-0.8,50,38,1.5,1961-01-24
24,1961,1,25,999.5,1000.2,0.0,0.0,0.0,5.9,15.1,1.1,63,44,3.3,1961-01-25
25,1961,1,26,1002.8,1003.6,0.0,0.0,0.0,3.9,8.3,-0.3,38,23,9.1,1961-01-26
26,1961,1,27,1018.2,1019.0,0.0,0.0,0.0,4.3,9.9,-2.3,34,23,8.6,1961-01-27
27,1961,1,28,1019.8,1020.5,0.0,0.0,0.0,5.2,10.3,1.4,35,22,9.1,1961-01-28
28,1961,1,29,1015.9,1016.6,0.5,0.4,0.1,5.1,8.0,2.4,49,34,0.9,1961-01-29
29,1961,1,30,1008.7,1009.4,1.3,0.7,0.3,4.3,5.7,2.7,84,69,0.0,1961-01-30
30,1961,1,31,1003.8,1004.5,0.0,0.0,0.0,5.1,10.8,1.6,58,22,3.2,1961-01-31
31,1961,2,1,1005.0,1005.7,0.0,0.0,0.0,3.7,9.9,0.0,34,17,9.4,1961-02-01
32,1961,2,2,1008.5,1009.1,0.0,0.0,0.0,1.7,8.5,-4.1,55,23,7.5,1961-02-02
33,1961,2,3,1010.3,1011.0,0.0,0.0,0.0,2.7,9.7,-4.4,44,15,9.1,1961-02-03
34,1961,2,4,1023.0,1023.7,0.0,0.0,0.0,4.1,10.6,-3.3,35,19,9.4,1961-02-04
35,1961,2,5,1024.7,1025.4,1.3,0.6,0.1,4.9,11.0,-0.2,51,29,6.8,1961-02-05
36,1961,2,6,1017.8,1018.6,20.8,4.6,1.3,4.6,6.1,2.0,80,61,0.0,1961-02-06
37,1961,2,7,994.9,995.6,1.4,1.3,0.4,8.1,12.3,4.3,78,39,0.0,1961-02-07
38,1961,2,8,999.7,1000.4,0.0,0.0,0.0,7.1,12.8,2.8,42,29,7.0,1961-02-08
39,1961,2,9,1002.8,1003.6,0.0,0.0,0.0,6.0,12.1,-0.6,55,31,9.7,1961-02-09
40,1961,2,10,1008.7,1009.4,0.0,0.0,0.0,4.5,10.3,0.0,38,23,9.6,1961-02-10
41,1961,2,11,1012.8,1013.6,0.0,0.0,0.0,1.5,3.7,-0.2,48,40,0.0,1961-02-11
42,1961,2,12,1002.4,1003.0,0.0,0.0,0.0,5.0,12.7,-0.6,50,22,7.8,1961-02-12
43,1961,2,13,1011.9,1012.5,0.0,0.0,0.0,3.9,9.2,-0.4,41,22,9.3,1961-02-13
44,1961,2,14,1004.2,1004.9,0.0,0.0,0.0,3.6,13.4,-2.8,49,25,9.3,1961-02-14
45,1961,2,15,1007.4,1008.1,0.0,0.0,0.0,1.4,7.3,-2.5,45,21,8.8,1961-02-15
46,1961,2,16,1009.1,1009.8,0.0,0.0,0.0,2.7,8.7,-3.1,43,26,8.6,1961-02-16
47,1961,2,17,1006.9,1007.6,0.0,0.0,0.0,5.0,13.7,-2.9,41,20,8.9,1961-02-17
48,1961,2,18,1013.7,1014.4,0.0,0.0,0.0,3.9,10.5,-2.7,39,18,9.8,1961-02-18
49,1961,2,19,1020.3,1021.1,0.0,0.0,0.0,4.4,11.7,-2.1,38,17,9.7,1961-02-19
50,1961,2,20,1021.8,1022.5,0.0,0.0,0.0,6.2,12.7,-2.7,51,29,7.8,1961-02-20
51,1961,2,21,1010.4,1011.1,0.0,0.0,0.0,6.3,9.2,2.8,59,46,0.0,1961-02-21
52,1961,2,22,1007.7,1008.4,0.0,0.0,0.0,6.0,10.2,4.6,34,17,8.6,1961-02-22
53,1961,2,23,1014.9,1015.7,0.0,0.0,0.0,4.1,9.8,-0.5,30,19,10.3,1961-02-23
54,1961,2,24,1018.8,1019.5,2.1,0.8,0.3,5.8,11.3,-0.4,38,23,9.7,1961-02-24
55,1961,2,25,1018.1,1018.8,10.0,3.3,0.8,4.9,9.2,1.0,66,46,0.8,1961-02-25
56,1961,2,26,1011.6,1012.4,7.9,2.8,0.6,4.1,5.0,2.0,85,62,0.0,1961-02-26
57,1961,2,27,1017.6,1018.4,0.0,0.0,0.0,5.5,11.6,2.4,43,24,10.5,1961-02-27
58,1961,2,28,1026.0,1026.7,0.0,0.0,0.0,5.1,11.7,-1.2,53,29,9.5,1961-02-28
59,1961,3,1,1029.6,1030.3,0.0,0.0,0.0,8.5,15.3,-0.4,58,27,9.9,1961-03-01
60,1961,3,2,1024.2,1024.9,0.0,0.0,0.0,11.9,18.9,4.6,60,37,9.4,1961-03-02
61,1961,3,3,1015.3,1016.0,12.3,2.5,0.5,12.4,20.7,7.9,74,49,3.9,1961-03-03
62,1961,3,4,1015.1,1015.7,0.2,0.1,0.0,7.2,9.5,5.0,83,71,0.4,1961-03-04
63,1961,3,5,1012.9,1013.6,0.0,0.0,0.0,8.4,12.3,5.6,79,45,1.7,1961-03-05
64,1961,3,6,1015.9,1016.6,0.0,0.0,0.0,8.0,11.8,5.3,55,41,5.8,1961-03-06
65,1961,3,7,1013.8,1014.5,0.0,0.0,0.0,8.5,14.3,3.7,54,35,9.1,1961-03-07
66,1961,3,8,1016.4,1017.1,0.0,0.0,0.0,5.6,9.9,2.6,32,24,3.2,1961-03-08
67,1961,3,9,1015.2,1016.0,0.0,0.0,0.0,4.5,9.7,2.1,29,19,9.1,1961-03-09
68,1961,3,10,1017.6,1018.3,0.0,0.0,0.0,4.1,10.4,0.0,31,16,7.3,1961-03-10
69,1961,3,11,1022.4,1023.1,0.0,0.0,0.0,6.5,13.1,0.5,34,22,8.9,1961-03-11
70,1961,3,12,1025.1,1025.8,0.0,0.0,0.0,8.8,15.8,2.0,42,23,9.9,1961-03-12
71,1961,3,13,1024.3,1025.0,10.8,1.8,0.5,9.1,14.8,4.4,61,46,4.3,1961-03-13
72,1961,3,14,1021.0,1021.8,1.8,0.5,0.2,6.1,7.5,4.9,87,79,0.0,1961-03-14
73,1961,3,15,1023.4,1024.1,6.6,2.3,0.5,7.7,13.7,2.6,69,38,7.6,1961-03-15
74,1961,3,16,1020.6,1021.3,21.5,2.5,0.6,5.2,7.7,4.8,88,62,0.0,1961-03-16
75,1961,3,17,1019.3,1020.0,0.0,0.0,0.0,9.6,15.0,2.6,70,47,10.4,1961-03-17
76,1961,3,18,1015.5,1016.2,0.0,0.0,0.0,12.1,19.7,4.8,69,39,8.6,1961-03-18
77,1961,3,19,1010.0,1010.8,17.3,3.1,0.8,7.1,12.2,7.0,86,72,0.0,1961-03-19
78,1961,3,20,1010.1,1010.9,0.0,0.0,0.0,7.2,10.2,4.1,69,49,0.0,1961-03-20
79,1961,3,21,1015.3,1016.0,0.2,0.1,0.1,6.6,8.3,4.8,59,48,0.0,1961-03-21
80,1961,3,22,1013.6,1014.4,0.0,0.0,0.0,8.5,13.1,5.0,57,37,6.6,1961-03-22
81,1961,3,23,1008.8,1009.5,0.1,0.1,0.0,9.3,15.5,4.5,47,25,7.6,1961-03-23
82,1961,3,24,1017.4,1018.1,0.0,0.0,0.0,8.9,13.0,3.1,38,18,10.6,1961-03-24
83,1961,3,25,1013.3,1014.0,1.8,0.8,0.2,11.6,17.3,6.6,65,41,5.1,1961-03-25
84,1961,3,26,1013.3,1014.0,30.8,2.6,0.6,4.6,10.9,7.0,83,57,0.0,1961-03-26
85,1961,3,27,1007.1,1007.8,3.2,1.3,0.3,3.2,5.5,0.6,83,69,0.0,1961-03-27
86,1961,3,28,1013.7,1014.3,0.0,0.0,0.0,7.8,14.9,0.9,51,28,10.7,1961-03-28
87,1961,3,29,1023.2,1023.9,0.0,0.0,0.0,9.2,15.5,2.9,56,31,9.9,1961-03-29
88,1961,3,30,1016.7,1017.4,0.0,0.0,0.0,13.8,21.9,5.2,58,27,10.0,1961-03-30
89,1961,3,31,1013.9,1014.5,0.0,0.0,0.0,12.9,18.3,6.8,60,46,11.1,1961-03-31
90,1961,4,1,1010.8,1011.5,0.0,0.0,0.0,14.0,19.4,9.7,59,37,9.6,1961-04-01
91,1961,4,2,1009.9,1010.6,5.1,4.2,3.6,12.4,19.3,8.7,63,35,9.0,1961-04-02
92,1961,4,3,1017.9,1018.6,0.0,0.0,0.0,13.2,20.1,5.0,58,42,9.6,1961-04-03
93,1961,4,4,1013.3,1013.9,0.3,4.4,1.1,16.5,23.4,7.5,59,30,9.8,1961-04-04
94,1961,4,5,1001.1,1001.8,4.7,5.0,2.5,20.6,26.0,16.8,70,51,6.8,1961-04-05
95,1961,4,6,1001.9,1002.6,0.0,0.0,0.0,14.5,21.3,12.9,51,27,5.3,1961-04-06
96,1961,4,7,1019.3,1020.0,0.8,0.4,0.3,12.6,17.9,6.5,41,29,11.7,1961-04-07
97,1961,4,8,1016.1,1016.8,21.5,8.5,2.0,14.5,20.0,10.0,73,50,4.0,1961-04-08
98,1961,4,9,1006.5,1007.2,0.9,0.8,0.6,10.5,15.0,11.9,74,34,1.3,1961-04-09
99,1961,4,10,1027.4,1028.0,0.0,0.0,0.0,8.7,13.4,2.9,41,27,11.5,1961-04-10
100,1961,4,11,1030.8,1031.5,0.0,0.0,0.0,11.7,17.1,4.4,58,38,8.7,1961-04-11
101,1961,4,12,1022.0,1022.7,20.1,3.0,0.6,13.3,17.1,10.5,77,58,0.8,1961-04-12
102,1961,4,13,1012.9,1013.6,0.0,0.0,0.0,15.5,20.4,11.3,86,70,0.5,1961-04-13
103,1961,4,14,1010.7,1011.4,16.9,5.4,1.7,16.5,19.7,13.4,84,69,0.1,1961-04-14
104,1961,4,15,1002.4,1003.1,49.1,17.6,6.0,14.8,15.2,14.6,94,91,0.0,1961-04-15
105,1961,4,16,1007.1,1007.8,0.0,0.0,0.0,14.3,21.8,13.6,79,28,8.4,1961-04-16
106,1961,4,17,1012.4,1013.1,0.0,0.0,0.0,14.3,20.1,6.7,65,44,11.7,1961-04-17
107,1961,4,18,1017.5,1018.2,0.0,0.0,0.0,13.0,17.0,9.6,38,21,9.6,1961-04-18
108,1961,4,19,1019.0,1019.7,0.0,0.0,0.0,15.5,21.3,9.5,60,42,10.8,1961-04-19
109,1961,4,20,1019.4,1020.0,0.0,0.0,0.0,17.2,23.5,10.5,65,32,11.5,1961-04-20
110,1961,4,21,1014.0,1014.7,0.0,0.0,0.0,19.6,24.1,14.8,50,37,10.2,1961-04-21
111,1961,4,22,1012.8,1013.5,0.0,0.0,0.0,16.4,20.7,15.9,64,47,0.3,1961-04-22
112,1961,4,23,1015.4,1016.2,0.0,0.0,0.0,13.3,14.9,11.3,60,52,0.0,1961-04-23
113,1961,4,24,1011.7,1012.4,5.4,1.7,0.8,15.9,23.0,11.5,70,46,5.8,1961-04-24
114,1961,4,25,1016.5,1017.2,0.0,0.0,0.0,13.7,19.5,9.1,40,12,12.1,1961-04-25
115,1961,4,26,1016.3,1017.1,52.5,12.5,3.3,14.7,21.2,7.9,48,32,8.9,1961-04-26
116,1961,4,27,1000.1,1000.7,0.0,0.0,0.0,17.3,23.5,13.1,63,33,7.2,1961-04-27
117,1961,4,28,1017.7,1018.4,0.0,0.0,0.0,17.6,24.0,8.3,53,24,10.9,1961-04-28
118,1961,4,29,1019.8,1020.6,5.8,2.9,1.0,17.1,20.2,14.5,75,57,0.0,1961-04-29
119,1961,4,30,1014.0,1014.7,0.0,0.0,0.0,18.4,24.3,13.6,70,34,9.7,1961-04-30
120,1961,5,1,1013.7,1014.4,0.0,0.0,0.0,18.9,24.1,13.5,67,48,9.3,1961-05-01
121,1961,5,2,1014.6,1015.2,0.0,0.0,0.0,19.5,23.7,15.4,78,62,5.6,1961-05-02
122,1961,5,3,1015.6,1016.3,13.1,3.3,1.0,19.0,22.4,17.8,76,62,0.4,1961-05-03
123,1961,5,4,1005.4,1006.1,3.2,2.9,2.1,19.1,24.4,14.3,88,79,1.0,1961-05-04
124,1961,5,5,999.9,1000.6,0.0,0.0,0.0,19.8,24.3,16.0,62,37,9.9,1961-05-05
125,1961,5,6,1015.8,1016.5,0.0,0.0,0.0,17.7,24.4,12.5,50,30,12.5,1961-05-06
126,1961,5,7,1021.7,1022.3,0.2,0.2,0.1,17.4,21.1,13.3,72,53,1.8,1961-05-07
127,1961,5,8,1013.0,1013.7,0.0,0.0,0.0,18.2,22.3,15.8,82,66,5.9,1961-05-08
128,1961,5,9,1015.8,1016.5,0.0,0.0,0.0,19.6,24.3,13.9,72,38,8.7,1961-05-09
129,1961,5,10,1012.3,1013.0,0.0,0.0,0.0,21.3,27.0,15.2,71,49,11.6,1961-05-10
130,1961,5,11,1007.0,1007.7,0.1,0.3,0.1,22.5,27.5,18.4,75,60,8.5,1961-05-11
131,1961,5,12,996.7,997.4,1.1,0.5,0.2,23.0,24.2,21.3,81,75,0.0,1961-05-12
132,1961,5,13,1014.2,1014.9,0.0,0.0,0.0,20.4,26.1,18.8,50,30,11.4,1961-05-13
133,1961,5,14,1025.6,1026.3,2.6,0.9,0.2,18.1,22.8,13.6,65,43,6.0,1961-05-14
134,1961,5,15,1015.2,1015.9,9.9,4.0,1.4,17.0,20.7,14.7,87,74,1.1,1961-05-15
135,1961,5,16,1010.2,1010.9,0.7,0.5,0.4,20.7,24.4,15.4,81,68,2.6,1961-05-16
136,1961,5,17,1014.4,1015.1,0.0,0.0,0.0,19.1,22.4,18.4,63,34,2.5,1961-05-17
137,1961,5,18,1017.0,1017.6,19.9,5.0,1.2,18.8,22.3,15.6,53,33,5.4,1961-05-18
138,1961,5,19,1011.6,1012.3,1.6,0.8,0.4,15.1,17.9,12.5,85,73,0.4,1961-05-19
139,1961,5,20,1014.1,1014.8,0.0,0.0,0.0,16.7,19.6,13.6,80,64,0.1,1961-05-20
140,1961,5,21,1004.0,1004.7,0.0,0.0,0.0,19.8,24.2,15.6,80,60,7.1,1961-05-21
141,1961,5,22,1004.9,1005.6,0.0,0.0,0.0,19.0,22.4,16.9,55,34,3.7,1961-05-22
142,1961,5,23,1012.7,1013.4,0.5,0.2,0.1,18.7,23.4,10.7,61,35,9.9,1961-05-23
143,1961,5,24,1009.1,1009.8,1.1,0.8,0.5,18.1,22.2,17.1,74,54,0.6,1961-05-24
144,1961,5,25,1015.1,1015.8,0.0,0.0,0.0,21.4,28.3,12.6,57,32,11.7,1961-05-25
145,1961,5,26,1018.2,1018.8,0.0,0.0,0.0,22.5,28.9,15.1,60,30,12.1,1961-05-26
146,1961,5,27,1014.2,1014.9,0.0,0.0,0.0,23.1,29.1,16.4,61,43,12.3,1961-05-27
147,1961,5,28,1007.3,1008.0,0.1,0.1,0.1,23.8,27.8,18.5,59,42,10.8,1961-05-28
148,1961,5,29,996.9,997.5,0.0,0.0,0.0,24.9,30.4,22.5,63,41,7.9,1961-05-29
149,1961,5,30,1007.1,1007.7,0.0,0.0,0.0,21.3,25.2,16.4,53,33,10.4,1961-05-30
150,1961,5,31,1004.8,1005.5,1.4,0.4,0.1,18.7,21.6,18.8,80,69,0.0,1961-05-31
151,1961,6,1,1008.4,1009.1,13.5,13.5,8.7,19.7,26.1,13.8,68,49,8.7,1961-06-01
152,1961,6,2,1017.1,1017.8,0.0,0.0,0.0,19.8,25.0,15.3,63,38,12.9,1961-06-02
153,1961,6,3,1018.0,1018.7,0.0,0.0,0.0,20.1,24.8,13.9,65,43,8.8,1961-06-03
154,1961,6,4,1014.7,1015.3,0.0,0.0,0.0,21.5,26.1,15.7,64,46,11.4,1961-06-04
155,1961,6,5,1010.7,1011.3,0.8,0.8,0.7,21.9,24.9,19.2,81,70,2.3,1961-06-05
156,1961,6,6,1009.9,1010.7,0.0,0.0,0.0,23.3,28.3,19.3,72,48,7.3,1961-06-06
157,1961,6,7,1010.0,1010.7,0.0,0.0,0.0,23.5,28.6,19.7,73,43,6.6,1961-06-07
158,1961,6,8,1012.3,1012.9,0.3,0.3,0.1,23.7,28.3,20.2,76,56,7.4,1961-06-08
159,1961,6,9,1006.2,1006.9,41.1,17.7,4.9,22.4,23.8,21.7,87,74,0.0,1961-06-09
160,1961,6,10,997.6,998.3,0.0,0.0,0.0,23.3,30.1,19.2,75,38,5.9,1961-06-10
161,1961,6,11,998.2,998.8,0.0,0.0,0.0,23.6,28.2,17.5,63,46,12.9,1961-06-11
162,1961,6,12,997.6,998.3,0.0,0.0,0.0,24.1,28.3,20.5,64,35,11.4,1961-06-12
163,1961,6,13,998.2,999.0,14.8,5.5,3.5,18.9,23.7,20.0,76,48,0.3,1961-06-13
164,1961,6,14,1003.8,1004.5,42.9,13.1,2.9,17.9,22.1,15.2,72,48,2.6,1961-06-14
165,1961,6,15,1005.4,1006.1,0.0,0.0,0.0,20.0,26.2,14.1,62,36,9.0,1961-06-15
166,1961,6,16,1012.6,1013.3,13.5,4.2,1.8,21.4,25.0,17.3,68,48,2.5,1961-06-16
167,1961,6,17,1004.1,1004.8,0.3,0.7,0.1,22.0,25.1,19.8,81,66,4.2,1961-06-17
168,1961,6,18,1005.7,1006.4,2.5,2.2,1.1,23.5,29.7,19.9,62,33,7.4,1961-06-18
169,1961,6,19,1014.5,1015.2,0.0,0.0,0.0,22.9,28.8,17.3,64,36,12.8,1961-06-19
170,1961,6,20,1016.6,1017.2,0.0,0.0,0.0,23.4,28.5,18.2,72,44,10.9,1961-06-20
171,1961,6,21,1015.6,1016.2,0.6,0.3,0.1,23.8,27.6,20.8,69,52,7.4,1961-06-21
172,1961,6,22,1016.5,1017.2,0.0,0.0,0.0,23.4,27.1,21.6,71,46,1.0,1961-06-22
173,1961,6,23,1015.1,1015.8,9.8,4.4,2.0,24.4,29.5,20.6,73,53,7.0,1961-06-23
174,1961,6,24,1011.4,1012.1,21.0,8.7,3.4,24.2,28.3,21.6,82,62,3.7,1961-06-24
175,1961,6,25,1010.6,1011.2,26.1,11.4,6.0,22.5,23.7,22.1,91,84,0.0,1961-06-25
176,1961,6,26,1010.9,1011.6,5.3,1.4,0.4,23.4,26.7,20.3,87,74,0.0,1961-06-26
177,1961,6,27,1007.1,1007.7,28.3,6.5,3.0,24.5,26.2,22.0,91,80,0.0,1961-06-27
178,1961,6,28,1006.5,1007.2,69.6,11.8,4.7,24.3,25.9,22.6,94,84,0.0,1961-06-28
179,1961,6,29,1007.6,1008.3,14.9,3.4,1.1,24.8,26.6,22.7,91,84,0.0,1961-06-29
180,1961,6,30,1008.3,1009.0,0.2,0.2,0.0,25.4,29.9,22.8,88,67,2.0,1961-06-30
181,1961,7,1,1008.7,1009.4,3.1,1.4,1.2,25.2,30.9,22.2,85,65,2.7,1961-07-01
182,1961,7,2,1013.1,1013.8,0.0,0.0,0.0,24.5,28.8,22.4,78,61,7.7,1961-07-02
183,1961,7,3,1007.9,1008.6,0.1,0.1,0.1,25.9,32.1,21.3,81,61,1.5,1961-07-03
184,1961,7,4,999.5,1000.2,0.8,0.6,0.2,27.7,31.7,23.0,79,60,1.8,1961-07-04
185,1961,7,5,1000.7,1001.3,0.4,0.4,0.3,24.7,28.6,22.4,82,62,2.2,1961-07-05
186,1961,7,6,1002.4,1003.1,0.0,0.0,0.0,26.7,30.8,22.1,74,50,8.6,1961-07-06
187,1961,7,7,1003.1,1003.7,0.0,0.0,0.0,27.9,32.0,24.9,80,63,9.0,1961-07-07
188,1961,7,8,1005.1,1005.8,0.0,0.0,0.0,30.0,35.0,24.9,73,56,10.4,1961-07-08
189,1961,7,9,1007.3,1007.9,0.0,0.0,0.0,29.8,35.0,25.4,67,48,10.2,1961-07-09
190,1961,7,10,1007.4,1008.0,0.0,0.0,0.0,28.8,32.8,25.8,73,49,7.6,1961-07-10
191,1961,7,11,1007.2,1007.9,19.6,18.9,8.0,26.4,32.5,25.2,80,54,4.7,1961-07-11
192,1961,7,12,1005.8,1006.5,5.5,5.2,3.2,25.7,28.6,22.3,80,70,0.7,1961-07-12
193,1961,7,13,1005.2,1005.8,0.0,0.0,0.0,26.8,30.4,23.5,78,61,3.9,1961-07-13
194,1961,7,14,1004.1,1004.7,0.0,0.0,0.0,28.5,32.0,25.1,79,62,5.2,1961-07-14
195,1961,7,15,1006.0,1006.7,0.0,0.0,0.0,29.8,37.5,26.0,67,34,9.9,1961-07-15
196,1961,7,16,1008.1,1008.8,0.0,0.0,0.0,28.2,32.4,24.6,65,53,8.6,1961-07-16
197,1961,7,17,1005.7,1006.3,0.0,0.0,0.0,27.6,31.7,25.8,78,64,3.5,1961-07-17
198,1961,7,18,1010.1,1010.7,0.0,0.0,0.0,23.3,26.7,22.3,74,58,1.3,1961-07-18
199,1961,7,19,1011.5,1012.2,0.0,0.0,0.0,23.0,26.3,20.3,70,56,0.5,1961-07-19
200,1961,7,20,1011.3,1011.9,0.0,0.0,0.0,24.8,29.3,20.6,72,48,5.7,1961-07-20
201,1961,7,21,1010.2,1010.9,0.0,0.0,0.0,25.9,30.1,21.8,72,56,8.8,1961-07-21
202,1961,7,22,1010.1,1010.7,0.0,0.0,0.0,26.8,30.9,22.5,75,56,10.1,1961-07-22
203,1961,7,23,1011.1,1011.8,0.0,0.0,0.0,27.7,31.4,23.0,69,54,10.3,1961-07-23
204,1961,7,24,1011.1,1011.8,0.0,0.0,0.0,28.4,32.7,26.2,69,54,6.9,1961-07-24
205,1961,7,25,1007.8,1008.5,0.0,0.0,0.0,29.5,34.5,26.5,64,45,8.5,1961-07-25
206,1961,7,26,1004.9,1005.6,0.0,0.0,0.0,30.6,35.8,26.2,65,49,12.9,1961-07-26
207,1961,7,27,1007.4,1008.1,0.0,0.0,0.0,29.2,34.1,25.6,75,56,12.7,1961-07-27
208,1961,7,28,1011.3,1012.0,0.0,0.0,0.0,28.2,33.9,24.8,75,53,8.4,1961-07-28
209,1961,7,29,1015.4,1016.0,0.0,0.0,0.0,28.4,33.2,23.9,76,51,9.2,1961-07-29
210,1961,7,30,1014.8,1015.5,0.0,0.0,0.0,29.2,33.9,25.6,74,51,11.6,1961-07-30
211,1961,7,31,1010.8,1011.5,0.0,0.0,0.0,28.7,32.5,24.9,76,59,12.1,1961-07-31
212,1961,8,1,1008.7,1009.4,0.0,0.0,0.0,28.7,32.6,26.2,76,60,7.8,1961-08-01
213,1961,8,2,1009.7,1010.4,0.0,0.0,0.0,28.9,34.2,25.2,72,53,5.8,1961-08-02
214,1961,8,3,1010.0,1010.6,7.3,1.5,0.3,27.4,32.0,25.6,76,58,3.4,1961-08-03
215,1961,8,4,1007.9,1008.6,1.3,1.3,0.3,24.4,26.7,23.6,84,75,0.0,1961-08-04
216,1961,8,5,1004.5,1005.1,2.8,1.2,0.3,21.8,23.3,21.4,90,82,0.0,1961-08-05
217,1961,8,6,998.7,999.3,0.9,0.4,0.2,23.5,27.3,20.3,84,67,0.8,1961-08-06
218,1961,8,7,999.7,1000.3,0.0,0.0,0.0,24.8,29.3,22.0,81,64,1.8,1961-08-07
219,1961,8,8,1005.1,1005.8,0.0,0.0,0.0,26.6,30.8,22.3,72,52,7.4,1961-08-08
220,1961,8,9,1004.8,1005.4,0.7,0.4,0.4,27.2,32.9,23.4,74,54,4.0,1961-08-09
221,1961,8,10,1010.0,1010.6,0.0,0.0,0.0,27.4,32.1,23.1,58,42,9.6,1961-08-10
222,1961,8,11,1012.2,1012.8,0.0,0.0,0.0,27.7,31.6,24.0,76,57,4.3,1961-08-11
223,1961,8,12,1012.1,1012.8,0.0,0.0,0.0,28.7,33.5,25.5,76,50,8.5,1961-08-12
224,1961,8,13,1012.0,1012.7,0.0,0.0,0.0,28.5,34.0,24.4,76,49,6.8,1961-08-13
225,1961,8,14,1011.4,1012.0,0.0,0.0,0.0,28.5,33.0,25.3,74,58,6.7,1961-08-14
226,1961,8,15,1011.2,1011.8,0.0,0.0,0.0,28.5,33.7,25.4,71,43,10.0,1961-08-15
227,1961,8,16,1011.2,1011.9,0.0,0.0,0.0,28.5,32.2,24.8,74,56,10.6,1961-08-16
228,1961,8,17,1012.3,1013.0,0.0,0.0,0.0,29.2,33.8,24.3,72,50,12.0,1961-08-17
229,1961,8,18,1010.7,1011.3,0.1,0.1,0.1,28.7,33.7,25.2,76,59,7.3,1961-08-18
230,1961,8,19,1009.8,1010.4,5.4,4.6,1.5,28.5,33.7,24.7,76,56,5.8,1961-08-19
231,1961,8,20,1008.2,1008.9,0.1,0.1,0.0,27.4,31.0,24.5,82,66,0.6,1961-08-20
232,1961,8,21,1005.8,1006.5,0.7,0.5,0.2,27.7,32.9,25.0,79,58,3.9,1961-08-21
233,1961,8,22,1006.8,1007.4,7.1,4.2,2.2,26.1,31.0,24.4,85,65,1.4,1961-08-22
234,1961,8,23,1009.3,1009.9,1.1,0.3,0.1,22.9,25.0,21.9,86,76,0.0,1961-08-23
235,1961,8,24,1011.6,1012.3,0.0,0.0,0.0,23.2,24.5,21.4,92,85,0.0,1961-08-24
236,1961,8,25,1011.8,1012.4,0.0,0.0,0.0,27.5,31.8,22.3,83,65,4.4,1961-08-25
237,1961,8,26,1010.6,1011.2,0.0,0.0,0.0,29.0,33.0,24.8,74,58,12.0,1961-08-26
238,1961,8,27,1008.1,1008.8,0.0,0.0,0.0,29.6,35.0,25.6,74,52,11.7,1961-08-27
